5.88235e-2 5.88235e-2 1.25842e-4 1.25842e-4
5.88235e-2 1.17647e-1 2.23186e-4 2.23186e-4
5.88235e-2 1.76471e-1 1.34203e-4 1.34203e-4
5.88235e-2 2.35294e-1 -2.57106e-4 -2.57106e-4
5.88235e-2 2.94118e-1 -9.04993e-4 -9.04993e-4
5.88235e-2 3.52941e-1 -1.64076e-3 -1.64076e-3
5.88235e-2 4.11765e-1 -2.25075e-3 -2.25075e-3
5.88235e-2 4.70588e-1 -2.58546e-3 -2.58546e-3
5.88235e-2 5.29412e-1 -2.57747e-3 -2.57747e-3
5.88235e-2 5.88235e-1 -2.25964e-3 -2.25964e-3
5.88235e-2 6.47059e-1 -1.73505e-3 -1.73505e-3
5.88235e-2 7.05882e-1 -1.16691e-3 -1.16691e-3
5.88235e-2 7.64706e-1 -6.8572e-4 -6.8572e-4
5.88235e-2 8.23529e-1 -3.96487e-4 -3.96487e-4
5.88235e-2 8.82353e-1 -2.00479e-4 -2.00479e-4
5.88235e-2 9.41176e-1 -5.49019e-4 -5.49019e-4

1.17647e-1 5.88235e-2 2.37564e-4 2.37564e-4
1.17647e-1 1.17647e-1 3.10152e-4 3.10152e-4
1.17647e-1 1.76471e-1 -1.59556e-4 -1.59556e-4
1.17647e-1 2.35294e-1 -1.36135e-3 -1.36135e-3
1.17647e-1 2.94118e-1 -3.05467e-3 -3.05467e-3
1.17647e-1 3.52941e-1 -4.83525e-3 -4.83525e-3
1.17647e-1 4.11765e-1 -6.29257e-3 -6.29257e-3
1.17647e-1 4.70588e-1 -7.17585e-3 -7.17585e-3
1.17647e-1 5.29412e-1 -7.3593e-3 -7.3593e-3
1.17647e-1 5.88235e-1 -6.88227e-3 -6.88227e-3
1.17647e-1 6.47059e-1 -5.85105e-3 -5.85105e-3
1.17647e-1 7.05882e-1 -4.56383e-3 -4.56383e-3
1.17647e-1 7.64706e-1 -3.2171e-3 -3.2171e-3
1.17647e-1 8.23529e-1 -2.25538e-3 -2.25538e-3
1.17647e-1 8.82353e-1 -1.50198e-3 -1.50198e-3
1.17647e-1 9.41176e-1 -2.8425e-3 -2.8425e-3

1.76471e-1 5.88235e-2 2.60065e-4 2.60065e-4
1.76471e-1 1.17647e-1 3.8238e-5 3.8238e-5
1.76471e-1 1.76471e-1 -1.30028e-3 -1.30028e-3
1.76471e-1 2.35294e-1 -3.83339e-3 -3.83339e-3
1.76471e-1 2.94118e-1 -6.93346e-3 -6.93346e-3
1.76471e-1 3.52941e-1 -9.92456e-3 -9.92456e-3
1.76471e-1 4.11765e-1 -1.225e-2 -1.225e-2
1.76471e-1 4.70588e-1 -1.36306e-2 -1.36306e-2
1.76471e-1 5.29412e-1 -1.39516e-2 -1.39516e-2
1.76471e-1 5.88235e-1 -1.32258e-2 -1.32258e-2
1.76471e-1 6.47059e-1 -1.16514e-2 -1.16514e-2
1.76471e-1 7.05882e-1 -9.47261e-3 -9.47261e-3
1.76471e-1 7.64706e-1 -7.16291e-3 -7.16291e-3
1.76471e-1 8.23529e-1 -5.06354e-3 -5.06354e-3
1.76471e-1 8.82353e-1 -3.40932e-3 -3.40932e-3
1.76471e-1 9.41176e-1 -2.57624e-3 -2.57624e-3

2.35294e-1 5.88235e-2 1.71971e-4 1.71971e-4
2.35294e-1 1.17647e-1 -8.02214e-4 -8.02214e-4
2.35294e-1 1.76471e-1 -3.65465e-3 -3.65465e-3
2.35294e-1 2.35294e-1 -7.94353e-3 -7.94353e-3
2.35294e-1 2.94118e-1 -1.25674e-2 -1.25674e-2
2.35294e-1 3.52941e-1 -1.66788e-2 -1.66788e-2
2.35294e-1 4.11765e-1 -1.97062e-2 -1.97062e-2
2.35294e-1 4.70588e-1 -2.14821e-2 -2.14821e-2
2.35294e-1 5.29412e-1 -2.1842e-2 -2.1842e-2
2.35294e-1 5.88235e-1 -2.09004e-2 -2.09004e-2
2.35294e-1 6.47059e-1 -1.86894e-2 -1.86894e-2
2.35294e-1 7.05882e-1 -1.56785e-2 -1.56785e-2
2.35294e-1 7.64706e-1 -1.20375e-2 -1.20375e-2
2.35294e-1 8.23529e-1 -8.94217e-3 -8.94217e-3
2.35294e-1 8.82353e-1 -5.70014e-3 -5.70014e-3
2.35294e-1 9.41176e-1 -5.65743e-3 -5.65743e-3

2.94118e-1 5.88235e-2 -1.04467e-4 -1.04467e-4
2.94118e-1 1.17647e-1 -2.47602e-3 -2.47602e-3
2.94118e-1 1.76471e-1 -7.27653e-3 -7.27653e-3
2.94118e-1 2.35294e-1 -1.33008e-2 -1.33008e-2
2.94118e-1 2.94118e-1 -1.91329e-2 -1.91329e-2
2.94118e-1 3.52941e-1 -2.39607e-2 -2.39607e-2
2.94118e-1 4.11765e-1 -2.7417e-2 -2.7417e-2
2.94118e-1 4.70588e-1 -2.94231e-2 -2.94231e-2
2.94118e-1 5.29412e-1 -2.98326e-2 -2.98326e-2
2.94118e-1 5.88235e-1 -2.87421e-2 -2.87421e-2
2.94118e-1 6.47059e-1 -2.61174e-2 -2.61174e-2
2.94118e-1 7.05882e-1 -2.23491e-2 -2.23491e-2
2.94118e-1 7.64706e-1 -1.76357e-2 -1.76357e-2
2.94118e-1 8.23529e-1 -1.29515e-2 -1.29515e-2
2.94118e-1 8.82353e-1 -8.53635e-3 -8.53635e-3
2.94118e-1 9.41176e-1 -4.47254e-3 -4.47254e-3

3.52941e-1 5.88235e-2 -7.87019e-4 -7.87019e-4
3.52941e-1 1.17647e-1 -5.00246e-3 -5.00246e-3
3.52941e-1 1.76471e-1 -1.16207e-2 -1.16207e-2
3.52941e-1 2.35294e-1 -1.88953e-2 -1.88953e-2
3.52941e-1 2.94118e-1 -2.53718e-2 -2.53718e-2
