0.0151515	-0.02561
0.0454545	-0.071068
0.0757576	-0.115782
0.106061	-0.162452
0.136364	-0.208687
0.166667	-0.248102
0.19697	-0.273788
0.227273	-0.28146
0.257576	-0.271699
0.287879	-0.249692
0.318182	-0.222089
0.348485	-0.193722
0.378788	-0.166639
0.409091	-0.14097
0.439394	-0.116092
0.469697	-0.0913593
0.5	-0.0663709
0.530303	-0.0409518
0.560606	-0.0150464
0.590909	0.0113764
0.621212	0.0383773
0.651515	0.0660615
0.681818	0.0945535
0.712121	0.123924
0.742424	0.15405
0.772727	0.184446
0.80303	0.214082
0.833333	0.241409
0.863636	0.264387
0.893939	0.281167
0.924242	0.2916
0.954545	0.34454
0.984848	0.651607
