0.00775194	0.00775194	4.09836e-06	-4.09836e-06
0.00775194	0.0155039	2.16972e-05	-2.57956e-05
0.00775194	0.0232558	3.33482e-05	-5.91438e-05
0.00775194	0.0310078	3.82973e-05	-9.7441e-05
0.00775194	0.0387597	3.79268e-05	-0.000135368
0.00775194	0.0465116	3.36247e-05	-0.000168993
0.00775194	0.0542636	2.64217e-05	-0.000195414
0.00775194	0.0620155	1.70264e-05	-0.000212441
0.00775194	0.0697674	5.91887e-06	-0.00021836
0.00775194	0.0775194	-6.57385e-06	-0.000211786
0.00775194	0.0852713	-2.0224e-05	-0.000191562
0.00775194	0.0930233	-3.4868e-05	-0.000156694
0.00775194	0.100775	-5.03833e-05	-0.00010631
0.00775194	0.108527	-6.66726e-05	-3.96378e-05
0.00775194	0.116279	-8.3654e-05	4.40162e-05
0.00775194	0.124031	-0.000101253	0.000145269
0.00775194	0.131783	-0.000119399	0.000264668
0.00775194	0.139535	-0.00013802	0.000402689
0.00775194	0.147287	-0.000157043	0.000559732
0.00775194	0.155039	-0.00017639	0.000736122
0.00775194	0.162791	-0.000195978	0.0009321
0.00775194	0.170543	-0.00021572	0.00114782
0.00775194	0.178295	-0.000235523	0.00138334
0.00775194	0.186047	-0.000255288	0.00163863
0.00775194	0.193798	-0.000274914	0.00191354
0.00775194	0.20155	-0.000294294	0.00220784
0.00775194	0.209302	-0.000313318	0.00252116
0.00775194	0.217054	-0.000331874	0.00285303
0.00775194	0.224806	-0.000349848	0.00320288
0.00775194	0.232558	-0.000367124	0.00357
0.00775194	0.24031	-0.00038359	0.00395359
0.00775194	0.248062	-0.000399133	0.00435273
0.00775194	0.255814	-0.000413642	0.00476637
0.00775194	0.263566	-0.000427012	0.00519338
0.00775194	0.271318	-0.000439142	0.00563252
0.00775194	0.27907	-0.000449934	0.00608246
0.00775194	0.286822	-0.000459301	0.00654176
0.00775194	0.294574	-0.00046716	0.00700892
0.00775194	0.302326	-0.00047344	0.00748236
0.00775194	0.310078	-0.000478077	0.00796043
0.00775194	0.317829	-0.000481016	0.00844145
0.00775194	0.325581	-0.000482216	0.00892367
0.00775194	0.333333	-0.000481644	0.00940531
0.00775194	0.341085	-0.00047928	0.00988459
0.00775194	0.348837	-0.000475114	0.0103597
0.00775194	0.356589	-0.000469151	0.0108289
0.00775194	0.364341	-0.000461405	0.0112903
0.00775194	0.372093	-0.000451903	0.0117422
0.00775194	0.379845	-0.000440683	0.0121828
0.00775194	0.387597	-0.000427795	0.0126106
0.00775194	0.395349	-0.000413298	0.0130239
0.00775194	0.403101	-0.000397264	0.0134212
0.00775194	0.410853	-0.000379773	0.013801
0.00775194	0.418605	-0.000360913	0.0141619
0.00775194	0.426357	-0.000340782	0.0145027
0.00775194	0.434109	-0.000319485	0.0148222
0.00775194	0.44186	-0.000297133	0.0151193
0.00775194	0.449612	-0.000273842	0.0153931
0.00775194	0.457364	-0.000249735	0.0156429
0.00775194	0.465116	-0.000224935	0.0158678
0.00775194	0.472868	-0.000199571	0.0160674
0.00775194	0.48062	-0.000173772	0.0162411
0.00775194	0.488372	-0.000147667	0.0163888
0.00775194	0.496124	-0.000121389	0.0165102
0.00775194	0.503876	-9.50641e-05	0.0166053
0.00775194	0.511628	-6.88212e-05	0.0166741
0.00775194	0.51938	-4.27847e-05	0.0167169
0.00775194	0.527132	-1.7076e-05	0.0167339
0.00775194	0.534884	8.18744e-06	0.0167258
0.00775194	0.542636	3.28926e-05	0.0166929
0.00775194	0.550388	5.69317e-05	0.0166359
0.00775194	0.55814	8.02023e-05	0.0165557
0.00775194	0.565891	0.000102608	0.0164531
0.00775194	0.573643	0.000124058	0.0163291
0.00775194	0.581395	0.00014447	0.0161846
0.00775194	0.589147	0.000163764	0.0160208
0.00775194	0.596899	0.000181871	0.015839
0.00775194	0.604651	0.000198726	0.0156402
0.00775194	0.612403	0.000214272	0.015426
0.00775194	0.620155	0.000228455	0.0151975
0.00775194	0.627907	0.000241231	0.0149563
0.00775194	0.635659	0.000252558	0.0147037
0.00775194	0.643411	0.0002624	0.0144413
0.00775194	0.651163	0.000270726	0.0141706
0.00775194	0.658915	0.000277508	0.0138931
0.00775194	0.666667	0.000282718	0.0136104
0.00775194	0.674419	0.000286333	0.013324
0.00775194	0.682171	0.000288327	0.0130357
0.00775194	0.689922	0.000288673	0.012747
0.00775194	0.697674	0.000287341	0.0124597
0.00775194	0.705426	0.000284292	0.0121754
0.00775194	0.713178	0.000279483	0.0118959
0.00775194	0.72093	0.000272853	0.0116231
0.00775194	0.728682	0.000264327	0.0113587
0.00775194	0.736434	0.000253807	0.0111049
0.00775194	0.744186	0.000241168	0.0108638
0.00775194	0.751938	0.000226244	0.0106375
0.00775194	0.75969	0.000208825	0.0104287
0.00775194	0.767442	0.000188638	0.0102401
0.00775194	0.775194	0.000165334	0.0100747
