0.00775194	0.00775194	0.00452585
0.00775194	0.0155039	0.00755227
0.00775194	0.0232558	0.0113274
0.00775194	0.0310078	0.0155123
0.00775194	0.0387597	0.0194735
0.00775194	0.0465116	0.0225692
0.00775194	0.0542636	0.0242341
0.00775194	0.0620155	0.0239921
0.00775194	0.0697674	0.0214461
0.00775194	0.0775194	0.0162637
0.00775194	0.0852713	0.00816386
0.00775194	0.0930233	-0.00309338
0.00775194	0.100775	-0.0177149
0.00775194	0.108527	-0.0358801
0.00775194	0.116279	-0.0577445
0.00775194	0.124031	-0.0834421
0.00775194	0.131783	-0.113088
0.00775194	0.139535	-0.146776
0.00775194	0.147287	-0.184584
0.00775194	0.155039	-0.226569
0.00775194	0.162791	-0.27277
0.00775194	0.170543	-0.323206
0.00775194	0.178295	-0.377875
0.00775194	0.186047	-0.436755
0.00775194	0.193798	-0.499802
0.00775194	0.20155	-0.566953
0.00775194	0.209302	-0.638119
0.00775194	0.217054	-0.713192
0.00775194	0.224806	-0.792041
0.00775194	0.232558	-0.874512
0.00775194	0.24031	-0.960432
0.00775194	0.248062	-1.0496
0.00775194	0.255814	-1.14181
0.00775194	0.263566	-1.23681
0.00775194	0.271318	-1.33436
0.00775194	0.27907	-1.43418
0.00775194	0.286822	-1.53598
0.00775194	0.294574	-1.63945
0.00775194	0.302326	-1.74429
0.00775194	0.310078	-1.85015
0.00775194	0.317829	-1.9567
0.00775194	0.325581	-2.06359
0.00775194	0.333333	-2.17047
0.00775194	0.341085	-2.27697
0.00775194	0.348837	-2.38274
0.00775194	0.356589	-2.48742
0.00775194	0.364341	-2.59065
0.00775194	0.372093	-2.69207
0.00775194	0.379845	-2.79133
0.00775194	0.387597	-2.8881
0.00775194	0.395349	-2.98203
0.00775194	0.403101	-3.07283
0.00775194	0.410853	-3.16017
0.00775194	0.418605	-3.24377
0.00775194	0.426357	-3.32335
0.00775194	0.434109	-3.39866
0.00775194	0.44186	-3.46947
0.00775194	0.449612	-3.53556
0.00775194	0.457364	-3.59673
0.00775194	0.465116	-3.65283
0.00775194	0.472868	-3.70369
0.00775194	0.48062	-3.74921
0.00775194	0.488372	-3.78928
0.00775194	0.496124	-3.82382
0.00775194	0.503876	-3.8528
0.00775194	0.511628	-3.87619
0.00775194	0.51938	-3.89399
0.00775194	0.527132	-3.90623
0.00775194	0.534884	-3.91296
0.00775194	0.542636	-3.91426
0.00775194	0.550388	-3.91023
0.00775194	0.55814	-3.90097
0.00775194	0.565891	-3.88665
0.00775194	0.573643	-3.86743
0.00775194	0.581395	-3.84348
0.00775194	0.589147	-3.81501
0.00775194	0.596899	-3.78224
0.00775194	0.604651	-3.74541
0.00775194	0.612403	-3.70477
0.00775194	0.620155	-3.66059
0.00775194	0.627907	-3.61316
0.00775194	0.635659	-3.56276
0.00775194	0.643411	-3.50971
0.00775194	0.651163	-3.45433
0.00775194	0.658915	-3.39695
0.00775194	0.666667	-3.3379
0.00775194	0.674419	-3.27754
0.00775194	0.682171	-3.21623
0.00775194	0.689922	-3.15434
0.00775194	0.697674	-3.09225
0.00775194	0.705426	-3.03037
0.00775194	0.713178	-2.9691
0.00775194	0.72093	-2.90888
0.00775194	0.728682	-2.85015
0.00775194	0.736434	-2.7934
0.00775194	0.744186	-2.73913
0.00775194	0.751938	-2.68789
0.00775194	0.75969	-2.64029
0.00775194	0.767442	-2.59698
0.00775194	0.775194	-2.55871
0.00775194	0.782946	-2.52632
0.00775194	0.790698	-2.50075
0.00775194	0.79845	-2.48314
0.00775194	0.806202	-2.47477
0.00775194	0.813953	-2.47718
0.00775194	0.821705	-2.49221
0.00775194	0.829457	-2.52205
0.00775194	0.837209	-2.56934
0.00775194	0.844961	-2.63726
0.00775194	0.852713	-2.7297
0.00775194	0.860465	-2.85135
0.00775194	0.868217	-3.00792
0.00775194	0.875969	-3.20637
0.00775194	0.883721	-3.45514
0.00775194	0.891473	-3.76449
0.00775194	0.899225	-4.14688
0.00775194	0.906977	-4.61743
0.00775194	0.914729	-5.19442
0.00775194	0.922481	-5.89987
0.00775194	0.930233	-6.75963
0.00775194	0.937984	-7.80232
0.00775194	0.945736	-9.0533
0.00775194	0.953488	-10.5136
