x	y	u	v
0.00775194	0.751938	-0.000451069	0.011256
0.00775194	0.75969	-0.000482643	0.0117387
0.00775194	0.767442	-0.000517897	0.0122566
0.00775194	0.775194	-0.00055741	0.012814
0.00775194	0.782946	-0.00060187	0.0134159
0.00775194	0.790698	-0.000652104	0.014068
0.00775194	0.79845	-0.000709111	0.0147771
0.00775194	0.806202	-0.000774106	0.0155512
0.00775194	0.813953	-0.000848584	0.0163998
0.00775194	0.821705	-0.000934399	0.0173342
0.00775194	0.829457	-0.00103388	0.0183681
0.00775194	0.837209	-0.00114998	0.019518
0.00775194	0.844961	-0.0012865	0.0208045
0.00775194	0.852713	-0.00144841	0.0222529
0.00775194	0.860465	-0.00164224	0.0238952
0.00775194	0.868217	-0.00187675	0.0257719
0.00775194	0.875969	-0.0021638	0.0279357
0.00775194	0.883721	-0.00251964	0.0304554
0.00775194	0.891473	-0.00296678	0.0334222
0.00775194	0.899225	-0.00353666	0.0369588
0.00775194	0.906977	-0.00427352	0.0412323
0.00775194	0.914729	-0.00523991	0.0464723
0.00775194	0.922481	-0.00652441	0.0529967
0.00775194	0.930233	-0.00825205	0.0612487
0.00775194	0.937984	-0.0105973	0.071846
0.00775194	0.945736	-0.0137973	0.0856434
0.00775194	0.953488	-0.0181539	0.103797
0.00775194	0.96124	-0.0239857	0.127783
0.00775194	0.968992	-0.0313819	0.159165
0.00775194	0.976744	-0.0391602	0.198325
0.00775194	0.984496	-0.0403557	0.238681
0.00775194	0.992248	-0.00124648	0.239927
0.0155039	0.00775194	2.0491e-05	-9.73162e-06
0.0155039	0.0155039	1.44754e-05	-1.44617e-05
0.0155039	0.0232558	-5.69699e-07	-9.03546e-06
0.0155039	0.0310078	-1.95441e-05	8.97264e-06
0.0155039	0.0387597	-3.95061e-05	4.02825e-05
0.0155039	0.0465116	-5.88337e-05	8.45965e-05
0.0155039	0.0542636	-7.66927e-05	0.000141051
0.0155039	0.0620155	-9.2712e-05	0.000208501
0.0155039	0.0697674	-0.000106789	0.000285704
0.0155039	0.0775194	-0.000118975	0.000371419
0.0155039	0.0852713	-0.000129404	0.000464478
0.0155039	0.0930233	-0.000138254	0.000563816
0.0155039	0.100775	-0.000145719	0.00066849
0.0155039	0.108527	-0.000151996	0.000777682
0.0155039	0.116279	-0.000157272	0.000890698
0.0155039	0.124031	-0.000161723	0.00100696
0.0155039	0.131783	-0.000165507	0.00112601
0.0155039	0.139535	-0.000168767	0.00124746
0.0155039	0.147287	-0.000171626	0.00137103
0.0155039	0.155039	-0.000174189	0.00149651
0.0155039	0.162791	-0.000176549	0.00162374
0.0155039	0.170543	-0.000178779	0.00175264
0.0155039	0.178295	-0.000180943	0.00188315
0.0155039	0.186047	-0.000183092	0.00201525
0.0155039	0.193798	-0.000185267	0.00214897
0.0155039	0.20155	-0.000187501	0.00228433
0.0155039	0.209302	-0.00018982	0.0024214
0.0155039	0.217054	-0.000192245	0.00256025
0.0155039	0.224806	-0.00019479	0.00270095
0.0155039	0.232558	-0.00019747	0.00284362
0.0155039	0.24031	-0.000200292	0.00298834
0.0155039	0.248062	-0.000203265	0.00313522
0.0155039	0.255814	-0.000206394	0.00328438
0.0155039	0.263566	-0.000209686	0.00343593
0.0155039	0.271318	-0.000213143	0.00358999
0.0155039	0.27907	-0.000216771	0.00374667
0.0155039	0.286822	-0.000220572	0.00390611
0.0155039	0.294574	-0.000224551	0.00406843
0.0155039	0.302326	-0.000228711	0.00423376
0.0155039	0.310078	-0.000233057	0.00440224
0.0155039	0.317829	-0.000237593	0.004574
0.0155039	0.325581	-0.000242323	0.00474918
0.0155039	0.333333	-0.000247253	0.00492793
0.0155039	0.341085	-0.000252388	0.00511039
0.0155039	0.348837	-0.000257734	0.00529671
0.0155039	0.356589	-0.000263297	0.00548705
0.0155039	0.364341	-0.000269084	0.00568158
0.0155039	0.372093	-0.000275104	0.00588046
0.0155039	0.379845	-0.000281363	0.00608386
0.0155039	0.387597	-0.00028787	0.00629197
0.0155039	0.395349	-0.000294636	0.00650496
0.0155039	0.403101	-0.000301669	0.00672303
0.0155039	0.410853	-0.000308982	0.00694639
0.0155039	0.418605	-0.000316585	0.00717524
0.0155039	0.426357	-0.000324492	0.0074098
0.0155039	0.434109	-0.000332716	0.0076503
0.0155039	0.44186	-0.000341272	0.00789698
0.0155039	0.449612	-0.000350176	0.00815009
0.0155039	0.457364	-0.000359446	0.0084099
0.0155039	0.465116	-0.0003691	0.00867667
0.0155039	0.472868	-0.000379159	0.00895071
0.0155039	0.48062	-0.000389644	0.00923232
0.0155039	0.488372	-0.000400581	0.00952182
0.0155039	0.496124	-0.000411995	0.00981956
0.0155039	0.503876	-0.000423914	0.0101259
0.0155039	0.511628	-0.000436371	0.0104412
0.0155039	0.51938	-0.000449398	0.010766
0.0155039	0.527132	-0.000463032	0.0111005
0.0155039	0.534884	-0.000477315	0.0114454
0.0155039	0.542636	-0.000492291	0.0118011
0.0155039	0.550388	-0.000508009	0.0121681
0.0155039	0.55814	-0.000524521	0.012547
0.0155039	0.565891	-0.000541889	0.0129384
0.0155039	0.573643	-0.000560175	0.013343
0.0155039	0.581395	-0.000579454	0.0137615
0.0155039	0.589147	-0.000599803	0.0141946
0.0155039	0.596899	-0.000621312	0.0146432
0.0155039	0.604651	-0.000644079	0.0151082
0.0155039	0.612403	-0.000668211	0.0155906
0.0155039	0.620155	-0.000693833	0.0160914
0.0155039	0.627907	-0.000721078	0.0166117
0.0155039	0.635659	-0.0007501	0.017153
0.0155039	0.643411	-0.000781068	0.0177164
0.0155039	0.651163	-0.000814177	0.0183037
0.0155039	0.658915	-0.000849641	0.0189164
0.0155039	0.666667	-0.000887706	0.0195563
0.0155039	0.674419	-0.000928649	0.0202256
0.0155039	0.682171	-0.000972785	0.0209265
0.0155039	0.689922	-0.00102047	0.0216615
0.0155039	0.697674	-0.00107212	0.0224335
0.0155039	0.705426	-0.0011282	0.0232454
0.0155039	0.713178	-0.00118925	0.0241009
0.0155039	0.72093	-0.00125587	0.0250039
0.0155039	0.728682	-0.00132879	0.0259588
0.0155039	0.736434	-0.00140883	0.0269705
0.0155039	0.744186	-0.00149693	0.0280448
0.0155039	0.751938	-0.0015942	0.0291879
0.0155039	0.75969	-0.00170194	0.0304072
0.0155039	0.767442	-0.00182164	0.0317109
0.0155039	0.775194	-0.00195507	0.0331086
0.0155039	0.782946	-0.00210433	0.0346111
0.0155039	0.790698	-0.00227188	0.0362308
0.0155039	0.79845	-0.00246067	0.0379824
0.0155039	0.806202	-0.00267425	0.0398825
0.0155039	0.813953	-0.00291692	0.0419509
0.0155039	0.821705	-0.0031939	0.0442104
0.0155039	0.829457	-0.00351168	0.0466882
0.0155039	0.837209	-0.00387831	0.0494165
0.0155039	0.844961	-0.00430397	0.052434
0.0155039	0.852713	-0.00480163	0.0557872
0.0155039	0.860465	-0.00538804	0.059533
0.0155039	0.868217	-0.00608499	0.0637412
0.0155039	0.875969	-0.00692122	0.0684986
0.0155039	0.883721	-0.00793483	0.0739138
0.0155039	0.891473	-0.0091767	0.0801237
0.0155039	0.899225	-0.010715	0.0873021
0.0155039	0.906977	-0.0126412	0.0956698
0.0155039	0.914729	-0.0150768	0.105507
0.0155039	0.922481	-0.0181818	0.117164
0.0155039	0.930233	-0.0221597	0.131072
0.0155039	0.937984	-0.0272544	0.147729
0.0155039	0.945736	-0.0337161	0.167648
0.0155039	0.953488	-0.0416823	0.191176
0.0155039	0.96124	-0.0508221	0.218012
0.0155039	0.968992	-0.0593034	0.245934
0.0155039	0.976744	-0.0607721	0.267546
0.0155039	0.984496	-0.0354282	0.262618
0.0155039	0.992248	0.0752768	0.186095
0.0232558	0.00775194	2.53113e-05	-4.82037e-06
0.0232558	0.0155039	9.03197e-06	6.23043e-07
0.0232558	0.0232558	-2.1026e-05	2.10793e-05
0.0232558	0.0310078	-5.74602e-05	5.89954e-05
0.0232558	0.0387597	-9.56923e-05	0.000115182
0.0232558	0.0465116	-0.000132998	0.000189345
0.0232558	0.0542636	-0.000167848	0.0002805
0.0232558	0.0620155	-0.000199477	0.000387265
0.0232558	0.0697674	-0.000227597	0.000508073
0.0232558	0.0775194	-0.000252218	0.000641316
0.0232558	0.0852713	-0.000273522	0.000785435
0.0232558	0.0930233	-0.000291796	0.000938977
0.0232558	0.100775	-0.000307374	0.00110063
0.0232558	0.108527	-0.000320608	0.00126924
0.0232558	0.116279	-0.000331847	0.00144382
0.0232558	0.124031	-0.000341422	0.00162352
0.0232558	0.131783	-0.00034964	0.00180765
0.0232558	0.139535	-0.000356777	0.00199566
0.0232558	0.147287	-0.000363077	0.00218711
0.0232558	0.155039	-0.000368754	0.00238168
0.0232558	0.162791	-0.000373991	0.00257912
0.0232558	0.170543	-0.000378942	0.00277928
0.0232558	0.178295	-0.000383737	0.00298208
0.0232558	0.186047	-0.000388483	0.00318747
0.0232558	0.193798	-0.000393266	0.00339547
0.0232558	0.20155	-0.000398157	0.00360612
0.0232558	0.209302	-0.000403211	0.00381951
0.0232558	0.217054	-0.000408474	0.00403574
0.0232558	0.224806	-0.00041398	0.00425493
0.0232558	0.232558	-0.000419757	0.00447722
0.0232558	0.24031	-0.000425826	0.00470275
0.0232558	0.248062	-0.000432206	0.00493169
0.0232558	0.255814	-0.00043891	0.00516421
0.0232558	0.263566	-0.00044595	0.00540048
0.0232558	0.271318	-0.000453337	0.00564067
0.0232558	0.27907	-0.00046108	0.00588498
0.0232558	0.286822	-0.000469188	0.0061336
0.0232558	0.294574	-0.000477669	0.00638671
0.0232558	0.302326	-0.000486531	0.00664453
0.0232558	0.310078	-0.000495785	0.00690726
0.0232558	0.317829	-0.000505439	0.00717511
0.0232558	0.325581	-0.000515505	0.00744829
0.0232558	0.333333	-0.000525991	0.00772703
0.0232558	0.341085	-0.000536912	0.00801155
0.0232558	0.348837	-0.000548279	0.0083021
0.0232558	0.356589	-0.000560105	0.0085989
0.0232558	0.364341	-0.000572406	0.00890222
0.0232558	0.372093	-0.000585198	0.00921232
0.0232558	0.379845	-0.000598497	0.00952945
0.0232558	0.387597	-0.000612323	0.00985391
0.0232558	0.395349	-0.000626694	0.010186
0.0232558	0.403101	-0.000641633	0.0105259
0.0232558	0.410853	-0.000657162	0.0108741
0.0232558	0.418605	-0.000673307	0.0112308
0.0232558	0.426357	-0.000690093	0.0115964
0.0232558	0.434109	-0.000707551	0.0119713
0.0232558	0.44186	-0.000725711	0.0123557
0.0232558	0.449612	-0.000744608	0.0127501
0.0232558	0.457364	-0.000764277	0.013155
0.0232558	0.465116	-0.000784758	0.0135706
0.0232558	0.472868	-0.000806094	0.0139976
0.0232558	0.48062	-0.000828331	0.0144363
0.0232558	0.488372	-0.000851521	0.0148872
0.0232558	0.496124	-0.000875717	0.0153509
0.0232558	0.503876	-0.000900979	0.015828
0.0232558	0.511628	-0.000927373	0.016319
0.0232558	0.51938	-0.000954969	0.0168246
0.0232558	0.527132	-0.000983844	0.0173454
0.0232558	0.534884	-0.00101408	0.0178821
0.0232558	0.542636	-0.00104578	0.0184356
0.0232558	0.550388	-0.00107904	0.0190066
0.0232558	0.55814	-0.00111396	0.0195961
0.0232558	0.565891	-0.00115068	0.0202049
0.0232558	0.573643	-0.00118932	0.020834
0.0232558	0.581395	-0.00123005	0.0214846
0.0232558	0.589147	-0.00127301	0.0221578
0.0232558	0.596899	-0.0013184	0.0228549
0.0232558	0.604651	-0.00136641	0.0235772
0.0232558	0.612403	-0.00141728	0.0243263
0.0232558	0.620155	-0.00147125	0.0251037
0.0232558	0.627907	-0.0015286	0.0259113
0.0232558	0.635659	-0.00158964	0.0267508
0.0232558	0.643411	-0.00165472	0.0276244
0.0232558	0.651163	-0.00172424	0.0285345
0.0232558	0.658915	-0.00179863	0.0294835
0.0232558	0.666667	-0.0018784	0.0304742
0.0232558	0.674419	-0.0019641	0.0315096
0.0232558	0.682171	-0.00205637	0.0325932
0.0232558	0.689922	-0.00215594	0.0337287
0.0232558	0.697674	-0.00226361	0.0349202
0.0232558	0.705426	-0.00238033	0.0361723
0.0232558	0.713178	-0.00250717	0.0374902
0.0232558	0.72093	-0.00264534	0.0388797
0.0232558	0.728682	-0.00279625	0.0403472
0.0232558	0.736434	-0.00296151	0.0418999
0.0232558	0.744186	-0.00314296	0.0435459
0.0232558	0.751938	-0.00334275	0.0452944
0.0232558	0.75969	-0.00356335	0.0471558
0.0232558	0.767442	-0.00380763	0.0491418
0.0232558	0.775194	-0.00407895	0.0512657
0.0232558	0.782946	-0.00438122	0.0535426
0.0232558	0.790698	-0.00471903	0.0559897
0.0232558	0.79845	-0.0050978	0.0586269
0.0232558	0.806202	-0.00552399	0.0614766
0.0232558	0.813953	-0.00600529	0.064565
0.0232558	0.821705	-0.00655099	0.0679221
0.0232558	0.829457	-0.00717239	0.0715828
0.0232558	0.837209	-0.00788332	0.0755878
0.0232558	0.844961	-0.00870095	0.0799848
0.0232558	0.852713	-0.00964672	0.0848299
0.0232558	0.860465	-0.0107477	0.0901895
0.0232558	0.868217	-0.0120382	0.0961427
0.0232558	0.875969	-0.0135622	0.102784
0.0232558	0.883721	-0.0153762	0.110225
0.0232558	0.891473	-0.0175526	0.118601
0.0232558	0.899225	-0.0201839	0.12807
0.0232558	0.906977	-0.0233866	0.138815
0.0232558	0.914729	-0.0273037	0.151042
0.0232558	0.922481	-0.0321017	0.164962
0.0232558	0.930233	-0.0379538	0.180756
0.0232558	0.937984	-0.0449893	0.198491
0.0232558	0.945736	-0.0531649	0.21794
0.0232558	0.953488	-0.061955	0.238213
0.0232558	0.96124	-0.0696166	0.257007
0.0232558	0.968992	-0.0714558	0.269159
0.0232558	0.976744	-0.0557782	0.264166
0.0232558	0.984496	0.00510903	0.223628
0.0232558	0.992248	0.171775	0.12713
0.0310078	0.00775194	2.37223e-05	1.58906e-06
0.0310078	0.0155039	-8.98359e-06	1.96046e-05
0.0310078	0.0232558	-5.89104e-05	5.7489e-05
0.0310078	0.0310078	-0.000117058	0.000117087
0.0310078	0.0387597	-0.000177543	0.000198937
0.0310078	0.0465116	-0.000236658	0.000302598
0.0310078	0.0542636	-0.0002922	0.00042695
0.0310078	0.0620155	-0.000342978	0.000570452
0.0310078	0.0697674	-0.000388481	0.000731335
0.0310078	0.0775194	-0.00042864	0.000907757
0.0310078	0.0852713	-0.00046367	0.00109791
0.0310078	0.0930233	-0.000493956	0.00130007
0.0310078	0.100775	-0.000519977	0.00151267
0.0310078	0.108527	-0.000542256	0.00173432
0.0310078	0.116279	-0.000561321	0.00196379
0.0310078	0.124031	-0.000577683	0.00220005
0.0310078	0.131783	-0.000591823	0.00244223
0.0310078	0.139535	-0.000604179	0.00268963
0.0310078	0.147287	-0.000615141	0.0029417
0.0310078	0.155039	-0.000625056	0.003198
0.0310078	0.162791	-0.00063422	0.00345823
0.0310078	0.170543	-0.000642889	0.00372218
0.0310078	0.178295	-0.000651277	0.00398972
0.0310078	0.186047	-0.00065956	0.0042608
0.0310078	0.193798	-0.000667887	0.00453542
0.0310078	0.20155	-0.000676375	0.00481363
0.0310078	0.209302	-0.00068512	0.00509554
0.0310078	0.217054	-0.0006942	0.00538127
0.0310078	0.224806	-0.000703675	0.00567096
0.0310078	0.232558	-0.000713595	0.0059648
0.0310078	0.24031	-0.000723997	0.00626297
0.0310078	0.248062	-0.000734915	0.00656568
0.0310078	0.255814	-0.000746372	0.00687314
0.0310078	0.263566	-0.000758392	0.00718558
0.0310078	0.271318	-0.000770992	0.00750324
0.0310078	0.27907	-0.000784189	0.00782635
0.0310078	0.286822	-0.000798	0.00815516
0.0310078	0.294574	-0.000812439	0.00848993
0.0310078	0.302326	-0.000827522	0.00883092
0.0310078	0.310078	-0.000843265	0.0091784
0.0310078	0.317829	-0.000859685	0.00953265
0.0310078	0.325581	-0.0008768	0.00989394
0.0310078	0.333333	-0.000894627	0.0102626
0.0310078	0.341085	-0.000913188	0.0106389
0.0310078	0.348837	-0.000932504	0.0110231
0.0310078	0.356589	-0.000952598	0.0114156
0.0310078	0.364341	-0.000973495	0.0118167
0.0310078	0.372093	-0.000995223	0.0122267
0.0310078	0.379845	-0.00101781	0.012646
0.0310078	0.387597	-0.00104129	0.013075
0.0310078	0.395349	-0.00106569	0.013514
0.0310078	0.403101	-0.00109105	0.0139634
0.0310078	0.410853	-0.00111741	0.0144236
0.0310078	0.418605	-0.00114481	0.0148951
0.0310078	0.426357	-0.0011733	0.0153783
0.0310078	0.434109	-0.00120292	0.0158737
0.0310078	0.44186	-0.00123373	0.0163817
0.0310078	0.449612	-0.00126578	0.0169029
0.0310078	0.457364	-0.00129914	0.0174377
0.0310078	0.465116	-0.00133387	0.0179868
0.0310078	0.472868	-0.00137004	0.0185508
0.0310078	0.48062	-0.00140774	0.0191302
0.0310078	0.488372	-0.00144704	0.0197257
0.0310078	0.496124	-0.00148803	0.020338
0.0310078	0.503876	-0.00153083	0.0209679
0.0310078	0.511628	-0.00157553	0.021616
0.0310078	0.51938	-0.00162226	0.0222833
0.0310078	0.527132	-0.00167114	0.0229706
0.0310078	0.534884	-0.00172231	0.0236789
0.0310078	0.542636	-0.00177593	0.024409
0.0310078	0.550388	-0.00183217	0.0251621
0.0310078	0.55814	-0.00189122	0.0259394
0.0310078	0.565891	-0.00195327	0.026742
0.0310078	0.573643	-0.00201855	0.0275712
0.0310078	0.581395	-0.00208732	0.0284285
0.0310078	0.589147	-0.00215983	0.0293153
0.0310078	0.596899	-0.0022364	0.0302333
0.0310078	0.604651	-0.00231736	0.0311842
0.0310078	0.612403	-0.00240307	0.03217
0.0310078	0.620155	-0.00249396	0.0331927
0.0310078	0.627907	-0.00259047	0.0342546
0.0310078	0.635659	-0.00269313	0.0353581
0.0310078	0.643411	-0.0028025	0.0365059
0.0310078	0.651163	-0.00291923	0.0377009
0.0310078	0.658915	-0.00304404	0.0389463
0.0310078	0.666667	-0.00317773	0.0402456
0.0310078	0.674419	-0.00332122	0.0416027
0.0310078	0.682171	-0.00347553	0.0430219
0.0310078	0.689922	-0.00364184	0.0445078
0.0310078	0.697674	-0.00382145	0.0460656
0.0310078	0.705426	-0.00401588	0.0477012
0.0310078	0.713178	-0.00422682	0.0494208
0.0310078	0.72093	-0.00445621	0.0512317
0.0310078	0.728682	-0.00470627	0.0531417
0.0310078	0.736434	-0.00497953	0.0551597
0.0310078	0.744186	-0.00527889	0.0572957
0.0310078	0.751938	-0.00560768	0.0595606
0.0310078	0.75969	-0.00596972	0.061967
0.0310078	0.767442	-0.00636943	0.0645288
0.0310078	0.775194	-0.00681189	0.0672617
0.0310078	0.782946	-0.00730302	0.0701835
0.0310078	0.790698	-0.00784966	0.0733141
0.0310078	0.79845	-0.00845986	0.0766762
0.0310078	0.806202	-0.00914301	0.0802952
0.0310078	0.813953	-0.00991023	0.0842002
0.0310078	0.821705	-0.0107747	0.0884239
0.0310078	0.829457	-0.0117523	0.0930037
0.0310078	0.837209	-0.0128619	0.0979823
0.0310078	0.844961	-0.0141267	0.103408
0.0310078	0.852713	-0.0155749	0.109336
0.0310078	0.860465	-0.0172412	0.11583
0.0310078	0.868217	-0.0191685	0.12296
0.0310078	0.875969	-0.0214097	0.130807
0.0310078	0.883721	-0.0240301	0.139461
0.0310078	0.891473	-0.0271091	0.149018
0.0310078	0.899225	-0.0307417	0.159576
0.0310078	0.906977	-0.0350364	0.171226
0.0310078	0.914729	-0.0401077	0.18403
0.0310078	0.922481	-0.0460545	0.197982
0.0310078	0.930233	-0.0529096	0.212938
0.0310078	0.937984	-0.0605302	0.228479
0.0310078	0.945736	-0.0683664	0.24368
0.0310078	0.953488	-0.0749793	0.256705
0.0310078	0.96124	-0.0770463	0.264134
0.0310078	0.968992	-0.0673478	0.260026
0.0310078	0.976744	-0.0308703	0.235118
0.0310078	0.984496	0.0618607	0.178367
0.0310078	0.992248	0.26258	0.087562
0.0387597	0.00775194	1.5478e-05	8.24432e-06
0.0387597	0.0155039	-4.02333e-05	3.9494e-05
0.0387597	0.0232558	-0.00011494	9.55239e-05
0.0387597	0.0310078	-0.000198749	0.000177215
0.0387597	0.0387597	-0.000284889	0.000284562
0.0387597	0.0465116	-0.000368906	0.000416809
0.0387597	0.0542636	-0.000448026	0.000572636
0.0387597	0.0620155	-0.000520682	0.000750339
0.0387597	0.0697674	-0.000586143	0.000948001
0.0387597	0.0775194	-0.000644259	0.00116362
0.0387597	0.0852713	-0.000695265	0.00139521
0.0387597	0.0930233	-0.000739639	0.0016409
0.0387597	0.100775	-0.000778005	0.00189893
0.0387597	0.108527	-0.000811062	0.00216773
0.0387597	0.116279	-0.000839526	0.00244594
0.0387597	0.124031	-0.000864105	0.00273236
0.0387597	0.131783	-0.000885467	0.003026
0.0387597	0.139535	-0.00090423	0.00332605
0.0387597	0.147287	-0.00092095	0.00363186
0.0387597	0.155039	-0.00093612	0.00394293
0.0387597	0.162791	-0.00095017	0.00425888
0.0387597	0.170543	-0.000963471	0.00457946
0.0387597	0.178295	-0.000976334	0.00490452
0.0387597	0.186047	-0.000989021	0.00523398
0.0387597	0.193798	-0.00100175	0.00556784
0.0387597	0.20155	-0.0010147	0.00590616
0.0387597	0.209302	-0.00102801	0.00624905
0.0387597	0.217054	-0.00104179	0.00659664
0.0387597	0.224806	-0.00105615	0.00694912
0.0387597	0.232558	-0.00107116	0.00730669
0.0387597	0.24031	-0.00108688	0.00766957
0.0387597	0.248062	-0.00110335	0.008038
0.0387597	0.255814	-0.00112062	0.00841225
0.0387597	0.263566	-0.00113872	0.00879257
0.0387597	0.271318	-0.00115768	0.00917926
0.0387597	0.27907	-0.00117752	0.00957259
0.0387597	0.286822	-0.00119828	0.00997287
0.0387597	0.294574	-0.00121997	0.0103804
0.0387597	0.302326	-0.00124262	0.0107955
0.0387597	0.310078	-0.00126626	0.0112185
0.0387597	0.317829	-0.00129091	0.0116497
0.0387597	0.325581	-0.00131659	0.0120895
0.0387597	0.333333	-0.00134334	0.0125382
0.0387597	0.341085	-0.00137118	0.0129962
0.0387597	0.348837	-0.00140015	0.0134638
0.0387597	0.356589	-0.00143028	0.0139415
0.0387597	0.364341	-0.00146161	0.0144296
0.0387597	0.372093	-0.00149418	0.0149286
0.0387597	0.379845	-0.00152804	0.0154388
0.0387597	0.387597	-0.00156323	0.0159608
0.0387597	0.395349	-0.00159979	0.0164949
0.0387597	0.403101	-0.00163779	0.0170416
0.0387597	0.410853	-0.00167728	0.0176015
0.0387597	0.418605	-0.00171832	0.018175
0.0387597	0.426357	-0.00176099	0.0187627
0.0387597	0.434109	-0.00180535	0.0193651
0.0387597	0.44186	-0.00185147	0.0199829
0.0387597	0.449612	-0.00189945	0.0206166
0.0387597	0.457364	-0.00194938	0.0212668
0.0387597	0.465116	-0.00200135	0.0219343
0.0387597	0.472868	-0.00205548	0.0226197
0.0387597	0.48062	-0.00211186	0.0233238
0.0387597	0.488372	-0.00217064	0.0240474
