0.0153846	0.0153846	0.0594672
0.0153846	0.0307692	0.0594523
0.0153846	0.0461538	0.05946
0.0153846	0.0615385	0.0595009
0.0153846	0.0769231	0.0595776
0.0153846	0.0923077	0.0596895
0.0153846	0.107692	0.0598338
0.0153846	0.123077	0.0600056
0.0153846	0.138462	0.0601981
0.0153846	0.153846	0.0604014
0.0153846	0.169231	0.0606025
0.0153846	0.184615	0.0607851
0.0153846	0.2	0.0609297
0.0153846	0.215385	0.0610141
0.0153846	0.230769	0.0610146
0.0153846	0.246154	0.0609071
0.0153846	0.261538	0.0606686
0.0153846	0.276923	0.0602787
0.0153846	0.292308	0.0597211
0.0153846	0.307692	0.0589848
0.0153846	0.323077	0.0580653
0.0153846	0.338462	0.0569648
0.0153846	0.353846	0.0556929
0.0153846	0.369231	0.0542655
0.0153846	0.384615	0.0527047
0.0153846	0.4	0.0510377
0.0153846	0.415385	0.0492952
0.0153846	0.430769	0.0475104
0.0153846	0.446154	0.0457171
0.0153846	0.461538	0.043949
0.0153846	0.476923	0.0422378
0.0153846	0.492308	0.0406127
0.0153846	0.507692	0.0390989
0.0153846	0.523077	0.0377176
0.0153846	0.538462	0.0364853
0.0153846	0.553846	0.0354135
0.0153846	0.569231	0.0345088
0.0153846	0.584615	0.0337733
0.0153846	0.6	0.0332044
0.0153846	0.615385	0.032796
0.0153846	0.630769	0.0325383
0.0153846	0.646154	0.0324191
0.0153846	0.661538	0.0324239
0.0153846	0.676923	0.0325372
0.0153846	0.692308	0.0327425
0.0153846	0.707692	0.0330234
0.0153846	0.723077	0.033364
0.0153846	0.738462	0.0337495
0.0153846	0.753846	0.0341663
0.0153846	0.769231	0.0346024
0.0153846	0.784615	0.0350481
0.0153846	0.8	0.0354954
0.0153846	0.815385	0.0359386
0.0153846	0.830769	0.0363739
0.0153846	0.846154	0.036799
0.0153846	0.861538	0.0372112
0.0153846	0.876923	0.037603
0.0153846	0.892308	0.0379527
0.0153846	0.907692	0.0382056
0.0153846	0.923077	0.0382352
0.0153846	0.938462	0.0377666
0.0153846	0.953846	0.036218
0.0153846	0.969231	0.0323289
0.0153846	0.984615	0.0230306
0.0153846	1	-0.00170449

0.0307692	0.0153846	0.0594821
0.0307692	0.0307692	0.0594672
0.0307692	0.0461538	0.0594777
0.0307692	0.0615385	0.0595171
0.0307692	0.0769231	0.0595869
0.0307692	0.0923077	0.0596865
0.0307692	0.107692	0.059814
0.0307692	0.123077	0.0599653
