0.00387597	0.0281256
0.0116279	0.0777359
0.0193798	0.120952
0.0271318	0.158035
0.0348837	0.18944
0.0426357	0.215816
0.0503876	0.237941
0.0581395	0.256628
0.0658915	0.272636
0.0736434	0.286601
0.0813953	0.299003
0.0891473	0.310162
0.0968992	0.32026
0.104651	0.329368
0.112403	0.337486
0.120155	0.344569
0.127907	0.350555
0.135659	0.355381
0.143411	0.358997
0.151163	0.361371
0.158915	0.362489
0.166667	0.362362
0.174419	0.361022
0.182171	0.358519
0.189922	0.354924
0.197674	0.350319
0.205426	0.344801
0.213178	0.338472
0.22093	0.33144
0.228682	0.323814
0.236434	0.315702
0.244186	0.307204
0.251938	0.298416
0.25969	0.289422
0.267442	0.280298
0.275194	0.271107
0.282946	0.261901
0.290698	0.252721
0.29845	0.243599
0.306202	0.234557
0.313953	0.225607
0.321705	0.216757
0.329457	0.208007
0.337209	0.199355
0.344961	0.190794
0.352713	0.182316
0.360465	0.17391
0.368217	0.165566
0.375969	0.157274
0.383721	0.149024
0.391473	0.140806
0.399225	0.132613
0.406977	0.124438
0.414729	0.116273
0.422481	0.108115
0.430233	0.099959
0.437984	0.0918016
0.445736	0.0836404
0.453488	0.0754734
0.46124	0.067299
0.468992	0.0591164
0.476744	0.0509245
0.484496	0.0427229
0.492248	0.0345111
0.5	0.0262887
0.507752	0.0180552
0.515504	0.00981031
0.523256	0.00155352
0.531008	-0.00671569
0.53876	-0.0149979
0.546512	-0.0232939
0.554264	-0.0316043
0.562016	-0.0399301
0.569767	-0.0482722
0.577519	-0.0566314
0.585271	-0.0650087
0.593023	-0.0734051
0.600775	-0.0818213
0.608527	-0.090258
0.616279	-0.0987158
0.624031	-0.107195
0.631783	-0.115695
0.639535	-0.124216
0.647287	-0.132756
0.655039	-0.141314
0.662791	-0.149888
0.670543	-0.158475
0.678295	-0.167071
0.686047	-0.175673
0.693798	-0.184276
0.70155	-0.192876
0.709302	-0.201469
0.717054	-0.210052
0.724806	-0.218624
0.732558	-0.22719
0.74031	-0.235756
0.748062	-0.244339
0.755814	-0.252965
0.763566	-0.261673
0.771318	-0.27052
0.77907	-0.279583
0.786822	-0.288963
0.794574	-0.298786
0.802326	-0.309205
0.810078	-0.320396
0.817829	-0.332548
0.825581	-0.34585
0.833333	-0.360466
0.841085	-0.376499
0.848837	-0.393951
0.856589	-0.41266
0.864341	-0.432247
0.872093	-0.452052
0.879845	-0.471093
0.887597	-0.488043
0.895349	-0.501266
0.903101	-0.508903
0.910853	-0.509048
0.918605	-0.499975
0.926357	-0.480424
0.934109	-0.449869
0.94186	-0.408724
0.949612	-0.35841
0.957364	-0.301258
0.965116	-0.240246
0.972868	-0.178634
0.98062	-0.119565
0.988372	-0.0657264
0.996124	-0.019096
