x	y	u	v
0.00775194	0.00775194	1.19927e-05	-1.19927e-05
0.00775194	0.0155039	2.3949e-05	-3.59417e-05
0.00775194	0.0232558	2.93411e-05	-6.52828e-05
0.00775194	0.0310078	2.9444e-05	-9.47268e-05
0.00775194	0.0387597	2.58431e-05	-0.00012057
0.00775194	0.0465116	1.97745e-05	-0.000140344
0.00775194	0.0542636	1.20981e-05	-0.000152442
0.00775194	0.0620155	3.38741e-06	-0.00015583
0.00775194	0.0697674	-5.98189e-06	-0.000149848
0.00775194	0.0775194	-1.57658e-05	-0.000134082
0.00775194	0.0852713	-2.58062e-05	-0.000108276
0.00775194	0.0930233	-3.60009e-05	-7.2275e-05
0.00775194	0.100775	-4.62834e-05	-2.59916e-05
0.00775194	0.108527	-5.66097e-05	3.06181e-05
0.00775194	0.116279	-6.69502e-05	9.75683e-05
0.00775194	0.124031	-7.72835e-05	0.000174852
0.00775194	0.131783	-8.75931e-05	0.000262445
0.00775194	0.139535	-9.78651e-05	0.00036031
0.00775194	0.147287	-0.000108086	0.000468396
0.00775194	0.155039	-0.000118243	0.000586639
0.00775194	0.162791	-0.00012832	0.000714959
0.00775194	0.170543	-0.000138304	0.000853263
0.00775194	0.178295	-0.000148176	0.00100144
0.00775194	0.186047	-0.000157918	0.00115936
0.00775194	0.193798	-0.000167511	0.00132687
0.00775194	0.20155	-0.000176932	0.0015038
0.00775194	0.209302	-0.000186158	0.00168996
0.00775194	0.217054	-0.000195166	0.00188512
0.00775194	0.224806	-0.000203929	0.00208905
0.00775194	0.232558	-0.000212422	0.00230148
0.00775194	0.24031	-0.000220616	0.00252209
0.00775194	0.248062	-0.000228485	0.00275058
0.00775194	0.255814	-0.000236	0.00298658
0.00775194	0.263566	-0.000243131	0.00322971
0.00775194	0.271318	-0.000249852	0.00347956
0.00775194	0.27907	-0.000256133	0.00373569
0.00775194	0.286822	-0.000261946	0.00399764
0.00775194	0.294574	-0.000267265	0.0042649
0.00775194	0.302326	-0.000272062	0.00453696
0.00775194	0.310078	-0.000276313	0.00481328
0.00775194	0.317829	-0.000279995	0.00509327
0.00775194	0.325581	-0.000283084	0.00537636
0.00775194	0.333333	-0.00028556	0.00566192
0.00775194	0.341085	-0.000287405	0.00594932
0.00775194	0.348837	-0.000288602	0.00623792
0.00775194	0.356589	-0.000289139	0.00652706
0.00775194	0.364341	-0.000289004	0.00681607
0.00775194	0.372093	-0.000288188	0.00710425
0.00775194	0.379845	-0.000286686	0.00739094
0.00775194	0.387597	-0.000284497	0.00767544
0.00775194	0.395349	-0.00028162	0.00795706
0.00775194	0.403101	-0.000278061	0.00823512
0.00775194	0.410853	-0.000273827	0.00850895
0.00775194	0.418605	-0.000268929	0.00877787
0.00775194	0.426357	-0.000263382	0.00904126
0.00775194	0.434109	-0.000257204	0.00929846
0.00775194	0.44186	-0.000250417	0.00954888
0.00775194	0.449612	-0.000243045	0.00979192
0.00775194	0.457364	-0.000235117	0.010027
0.00775194	0.465116	-0.000226665	0.0102537
0.00775194	0.472868	-0.000217723	0.0104714
0.00775194	0.48062	-0.00020833	0.0106798
0.00775194	0.488372	-0.000198527	0.0108783
0.00775194	0.496124	-0.000188356	0.0110666
0.00775194	0.503876	-0.000177864	0.0112445
0.00775194	0.511628	-0.000167099	0.0114116
0.00775194	0.51938	-0.000156112	0.0115677
0.00775194	0.527132	-0.000144956	0.0117127
0.00775194	0.534884	-0.000133686	0.0118464
0.00775194	0.542636	-0.000122356	0.0119687
0.00775194	0.550388	-0.000111025	0.0120797
0.00775194	0.55814	-9.97515e-05	0.0121795
0.00775194	0.565891	-8.85953e-05	0.0122681
0.00775194	0.573643	-7.76174e-05	0.0123457
0.00775194	0.581395	-6.68798e-05	0.0124126
0.00775194	0.589147	-5.64453e-05	0.012469
0.00775194	0.596899	-4.63777e-05	0.0125154
0.00775194	0.604651	-3.67419e-05	0.0125521
0.00775194	0.612403	-2.7604e-05	0.0125797
0.00775194	0.620155	-1.90317e-05	0.0125988
0.00775194	0.627907	-1.10944e-05	0.0126099
0.00775194	0.635659	-3.86406e-06	0.0126137
0.00775194	0.643411	2.58452e-06	0.0126112
0.00775194	0.651163	8.1725e-06	0.012603
0.00775194	0.658915	1.28161e-05	0.0125902
0.00775194	0.666667	1.64253e-05	0.0125737
0.00775194	0.674419	1.89018e-05	0.0125548
0.00775194	0.682171	2.01375e-05	0.0125347
0.00775194	0.689922	2.00112e-05	0.0125147
0.00775194	0.697674	1.8386e-05	0.0124963
0.00775194	0.705426	1.51049e-05	0.0124812
0.00775194	0.713178	9.98636e-06	0.0124712
0.00775194	0.72093	2.81769e-06	0.0124684
0.00775194	0.728682	-6.65177e-06	0.012475
0.00775194	0.736434	-1.872e-05	0.0124938
0.00775194	0.744186	-3.37435e-05	0.0125275
0.00775194	0.751938	-5.21509e-05	0.0125797
0.00775194	0.75969	-7.44599e-05	0.0126541
0.00775194	0.767442	-0.000101298	0.0127554
0.00775194	0.775194	-0.00013343	0.0128888
0.00775194	0.782946	-0.000171786	0.0130606
0.00775194	0.790698	-0.000217504	0.0132781
0.00775194	0.79845	-0.000271981	0.0135501
0.00775194	0.806202	-0.000336928	0.013887
0.00775194	0.813953	-0.000414456	0.0143015
0.00775194	0.821705	-0.000507169	0.0148087
0.00775194	0.829457	-0.000618294	0.015427
0.00775194	0.837209	-0.000751845	0.0161788
0.00775194	0.844961	-0.000912845	0.0170917
0.00775194	0.852713	-0.00110761	0.0181993
0.00775194	0.860465	-0.00134416	0.0195434
0.00775194	0.868217	-0.00163275	0.0211762
0.00775194	0.875969	-0.00198666	0.0231628
0.00775194	0.883721	-0.00242327	0.0255861
0.00775194	0.891473	-0.00296565	0.0285517
0.00775194	0.899225	-0.00364486	0.0321966
0.00775194	0.906977	-0.00450324	0.0366999
0.00775194	0.914729	-0.00559931	0.0422992
0.00775194	0.922481	-0.00701466	0.0493138
0.00775194	0.930233	-0.00886363	0.0581775
0.00775194	0.937984	-0.0113059	0.0694833
0.00775194	0.945736	-0.0145596	0.0840429
0.00775194	0.953488	-0.0189059	0.102949
0.00775194	0.96124	-0.0246451	0.127594
0.00775194	0.968992	-0.0318598	0.159454
0.00775194	0.976744	-0.039386	0.19884
0.00775194	0.984496	-0.0403163	0.239156
0.00775194	0.992248	-0.00102293	0.240179
0.0155039	0.00775194	3.58292e-05	-2.38364e-05
0.0155039	0.0155039	6.22624e-05	-6.21498e-05
0.0155039	0.0232558	7.22974e-05	-0.000105106
0.0155039	0.0310078	6.90159e-05	-0.000144678
0.0155039	0.0387597	5.57772e-05	-0.000174612
0.0155039	0.0465116	3.53772e-05	-0.000190215
0.0155039	0.0542636	9.9251e-06	-0.000188042
0.0155039	0.0620155	-1.90567e-05	-0.000165598
0.0155039	0.0697674	-5.04919e-05	-0.000121088
0.0155039	0.0775194	-8.36261e-05	-5.32275e-05
0.0155039	0.0852713	-0.000117932	3.88979e-05
0.0155039	0.0930233	-0.000153038	0.000155935
0.0155039	0.100775	-0.000188681	0.000298333
0.0155039	0.108527	-0.000224673	0.000466396
0.0155039	0.116279	-0.000260872	0.000660318
0.0155039	0.124031	-0.000297169	0.000880204
0.0155039	0.131783	-0.000333477	0.00112609
0.0155039	0.139535	-0.000369721	0.00139794
0.0155039	0.147287	-0.000405832	0.00169569
0.0155039	0.155039	-0.000441744	0.00201919
0.0155039	0.162791	-0.000477393	0.00236826
0.0155039	0.170543	-0.000512713	0.00274267
0.0155039	0.178295	-0.000547636	0.00314213
0.0155039	0.186047	-0.000582088	0.0035663
0.0155039	0.193798	-0.000615996	0.00401479
0.0155039	0.20155	-0.000649281	0.00448714
0.0155039	0.209302	-0.00068186	0.00498284
0.0155039	0.217054	-0.000713648	0.00550132
0.0155039	0.224806	-0.000744557	0.00604195
0.0155039	0.232558	-0.000774495	0.00660402
0.0155039	0.24031	-0.00080337	0.00718678
0.0155039	0.248062	-0.000831087	0.00778938
0.0155039	0.255814	-0.00085755	0.00841093
0.0155039	0.263566	-0.000882664	0.00905046
0.0155039	0.271318	-0.000906333	0.00970694
0.0155039	0.27907	-0.000928462	0.0103793
0.0155039	0.286822	-0.00094896	0.0110663
0.0155039	0.294574	-0.000967734	0.0117668
0.0155039	0.302326	-0.000984698	0.0124794
0.0155039	0.310078	-0.000999769	0.0132028
0.0155039	0.317829	-0.00101287	0.0139357
0.0155039	0.325581	-0.00102392	0.0146765
0.0155039	0.333333	-0.00103285	0.0154238
0.0155039	0.341085	-0.00103961	0.0161761
0.0155039	0.348837	-0.00104414	0.0169316
0.0155039	0.356589	-0.0010464	0.0176888
0.0155039	0.364341	-0.00104634	0.0184462
0.0155039	0.372093	-0.00104394	0.0192019
0.0155039	0.379845	-0.00103918	0.0199544
0.0155039	0.387597	-0.00103205	0.020702
0.0155039	0.395349	-0.00102255	0.0214429
0.0155039	0.403101	-0.0010107	0.0221755
0.0155039	0.410853	-0.000996521	0.0228982
0.0155039	0.418605	-0.000980045	0.0236094
0.0155039	0.426357	-0.000961319	0.0243073
0.0155039	0.434109	-0.000940403	0.0249905
0.0155039	0.44186	-0.000917366	0.0256574
0.0155039	0.449612	-0.000892288	0.0263067
0.0155039	0.457364	-0.000865261	0.0269368
0.0155039	0.465116	-0.000836389	0.0275466
0.0155039	0.472868	-0.000805786	0.0281346
0.0155039	0.48062	-0.000773576	0.0286999
0.0155039	0.488372	-0.000739894	0.0292412
0.0155039	0.496124	-0.000704882	0.0297578
0.0155039	0.503876	-0.000668694	0.0302486
0.0155039	0.511628	-0.000631491	0.030713
0.0155039	0.51938	-0.000593443	0.0311503
0.0155039	0.527132	-0.000554727	0.0315601
0.0155039	0.534884	-0.000515525	0.0319419
0.0155039	0.542636	-0.000476027	0.0322956
0.0155039	0.550388	-0.000436431	0.032621
0.0155039	0.55814	-0.000396936	0.0329182
0.0155039	0.565891	-0.000357749	0.0331873
0.0155039	0.573643	-0.000319081	0.0334288
0.0155039	0.581395	-0.000281148	0.0336431
0.0155039	0.589147	-0.000244169	0.0338308
0.0155039	0.596899	-0.000208369	0.0339928
0.0155039	0.604651	-0.000173979	0.03413
0.0155039	0.612403	-0.000141234	0.0342437
0.0155039	0.620155	-0.000110376	0.034335
0.0155039	0.627907	-8.16565e-05	0.0344056
0.0155039	0.635659	-5.53343e-05	0.034457
0.0155039	0.643411	-3.16819e-05	0.0344913
0.0155039	0.651163	-1.09861e-05	0.0345105
0.0155039	0.658915	6.44804e-06	0.0345168
0.0155039	0.666667	2.02924e-05	0.034513
0.0155039	0.674419	3.01903e-05	0.0345017
0.0155039	0.682171	3.57501e-05	0.0344861
0.0155039	0.689922	3.65363e-05	0.0344695
0.0155039	0.697674	3.20594e-05	0.0344559
0.0155039	0.705426	2.17637e-05	0.0344492
0.0155039	0.713178	5.01164e-06	0.0344542
0.0155039	0.72093	-1.89345e-05	0.0344759
0.0155039	0.728682	-5.0935e-05	0.0345202
0.0155039	0.736434	-9.20003e-05	0.0345935
0.0155039	0.744186	-0.000143324	0.0347031
0.0155039	0.751938	-0.000206324	0.0348572
0.0155039	0.75969	-0.000282689	0.0350655
0.0155039	0.767442	-0.000374439	0.0353386
0.0155039	0.775194	-0.000484	0.0356892
0.0155039	0.782946	-0.000614285	0.0361317
0.0155039	0.790698	-0.000768804	0.036683
0.0155039	0.79845	-0.000951793	0.0373628
0.0155039	0.806202	-0.00116837	0.0381942
0.0155039	0.813953	-0.00142473	0.0392045
0.0155039	0.821705	-0.00172838	0.0404257
0.0155039	0.829457	-0.00208846	0.0418959
0.0155039	0.837209	-0.00251609	0.0436601
0.0155039	0.844961	-0.00302487	0.0457722
0.0155039	0.852713	-0.00363149	0.048296
0.0155039	0.860465	-0.00435657	0.0513084
0.0155039	0.868217	-0.00522569	0.0549014
0.0155039	0.875969	-0.00627088	0.0591856
0.0155039	0.883721	-0.00753249	0.0642948
0.0155039	0.891473	-0.00906186	0.070391
0.0155039	0.899225	-0.0109247	0.0776709
0.0155039	0.906977	-0.0132059	0.0863735
0.0155039	0.914729	-0.0160146	0.0967888
0.0155039	0.922481	-0.0194911	0.109265
0.0155039	0.930233	-0.0238104	0.124212
0.0155039	0.937984	-0.0291787	0.142085
0.0155039	0.945736	-0.0358004	0.163326
0.0155039	0.953488	-0.0437652	0.188185
0.0155039	0.96124	-0.0527027	0.216243
0.0155039	0.968992	-0.0607696	0.245152
0.0155039	0.976744	-0.0616556	0.267422
0.0155039	0.984496	-0.0356825	0.262788
0.0155039	0.992248	0.0755092	0.186256
