0.00387597	-0.00306382
0.0116279	-0.00872866
0.0193798	-0.014207
0.0271318	-0.0195143
0.0348837	-0.0246651
0.0426357	-0.0296732
0.0503876	-0.0345514
0.0581395	-0.0393116
0.0658915	-0.0439652
0.0736434	-0.0485229
0.0813953	-0.0529945
0.0891473	-0.0573894
0.0968992	-0.0617163
0.104651	-0.0659831
0.112403	-0.0701976
0.120155	-0.0743666
0.127907	-0.0784965
0.135659	-0.0825932
0.143411	-0.0866619
0.151163	-0.0907074
0.158915	-0.094734
0.166667	-0.0987452
0.174419	-0.102744
0.182171	-0.106733
0.189922	-0.110714
0.197674	-0.114689
0.205426	-0.118658
0.213178	-0.122621
0.22093	-0.126577
0.228682	-0.130526
0.236434	-0.134466
0.244186	-0.138393
0.251938	-0.142305
0.25969	-0.146198
0.267442	-0.150066
0.275194	-0.153905
0.282946	-0.157709
0.290698	-0.161471
0.29845	-0.165182
0.306202	-0.168835
0.313953	-0.172422
0.321705	-0.175932
0.329457	-0.179355
0.337209	-0.18268
0.344961	-0.185896
0.352713	-0.188991
0.360465	-0.191953
0.368217	-0.194768
0.375969	-0.197425
0.383721	-0.199908
0.391473	-0.202204
0.399225	-0.2043
0.406977	-0.206181
0.414729	-0.207834
0.422481	-0.209245
0.430233	-0.210401
0.437984	-0.211287
0.445736	-0.211892
0.453488	-0.212202
0.46124	-0.212207
0.468992	-0.211895
0.476744	-0.211256
0.484496	-0.210281
0.492248	-0.208961
0.5	-0.207288
0.507752	-0.205257
0.515504	-0.202863
0.523256	-0.200101
0.531008	-0.196969
0.53876	-0.193465
0.546512	-0.189589
0.554264	-0.185342
0.562016	-0.180726
0.569767	-0.175745
0.577519	-0.170402
0.585271	-0.164704
0.593023	-0.158656
0.600775	-0.152267
0.608527	-0.145543
0.616279	-0.138495
0.624031	-0.131129
0.631783	-0.123457
0.639535	-0.115488
0.647287	-0.10723
0.655039	-0.0986931
0.662791	-0.0898854
0.670543	-0.0808145
0.678295	-0.0714871
0.686047	-0.0619082
0.693798	-0.0520812
0.70155	-0.0420075
0.709302	-0.0316858
0.717054	-0.0211123
0.724806	-0.0102793
0.732558	0.000824113
0.74031	0.0122137
0.748062	0.0239097
0.755814	0.0359383
0.763566	0.0483313
0.771318	0.0611277
0.77907	0.0743733
0.786822	0.0881224
0.794574	0.102438
0.802326	0.11739
0.810078	0.133062
0.817829	0.149544
0.825581	0.166935
0.833333	0.185348
0.841085	0.2049
0.848837	0.225719
0.856589	0.24794
0.864341	0.271699
0.872093	0.297139
0.879845	0.324398
0.887597	0.353608
0.895349	0.384893
0.903101	0.418359
0.910853	0.454088
0.918605	0.492132
0.926357	0.532506
0.934109	0.575179
0.94186	0.620064
0.949612	0.667014
0.957364	0.715815
0.965116	0.766181
0.972868	0.817749
0.98062	0.870087
0.988372	0.922693
0.996124	0.975008
