0.0151515	0.0272413
0.0454545	0.0685933
0.0757576	0.10093
0.106061	0.125322
0.136364	0.142912
0.166667	0.154778
0.19697	0.161856
0.227273	0.164885
0.257576	0.164403
0.287879	0.160756
0.318182	0.154127
0.348485	0.144576
0.378788	0.132078
0.409091	0.11656
0.439394	0.0979398
0.469697	0.0761569
0.5	0.0512125
0.530303	0.0232079
0.560606	-0.00760836
0.590909	-0.0407839
0.621212	-0.0755984
0.651515	-0.110994
0.681818	-0.145511
0.712121	-0.177244
0.742424	-0.203866
0.772727	-0.222738
0.80303	-0.231183
0.833333	-0.226922
0.863636	-0.208642
0.893939	-0.176565
0.924242	-0.13276
0.954545	-0.0810014
0.984848	-0.0261172
