0.0151515	0.0681728
0.0454545	0.147349
0.0757576	0.191624
0.106061	0.221623
0.136364	0.244722
0.166667	0.259795
0.19697	0.264406
0.227273	0.257825
0.257576	0.241412
0.287879	0.217994
0.318182	0.190762
0.348485	0.162256
0.378788	0.133915
0.409091	0.106203
0.439394	0.0790307
0.469697	0.0521208
0.5	0.0252289
0.530303	-0.00179232
0.560606	-0.0290016
0.590909	-0.0563955
0.621212	-0.0839268
0.651515	-0.111529
0.681818	-0.139196
0.712121	-0.167212
0.742424	-0.196604
0.772727	-0.229624
0.80303	-0.26933
0.833333	-0.316317
0.863636	-0.361307
0.893939	-0.377074
0.924242	-0.321881
0.954545	-0.177186
0.984848	-0.0260639
