0.00769231	-0.00601577
0.0230769	-0.0167983
0.0384615	-0.0269451
0.0538462	-0.0365606
0.0692308	-0.045737
0.0846154	-0.0545557
0.1	-0.0630879
0.115385	-0.0713958
0.130769	-0.0795325
0.146154	-0.087543
0.161538	-0.0954639
0.176923	-0.103323
0.192308	-0.11114
0.207692	-0.118926
0.223077	-0.126681
0.238462	-0.134396
0.253846	-0.142054
0.269231	-0.149625
0.284615	-0.157069
0.3	-0.164335
0.315385	-0.171363
0.330769	-0.178081
0.346154	-0.184408
0.361538	-0.190255
0.376923	-0.195525
0.392308	-0.200118
0.407692	-0.203929
0.423077	-0.206851
0.438462	-0.208782
0.453846	-0.209623
0.469231	-0.209283
0.484615	-0.20768
0.5	-0.204749
0.515385	-0.200435
0.530769	-0.194704
0.546154	-0.187539
0.561538	-0.178941
0.576923	-0.16893
0.592308	-0.157542
0.607692	-0.144829
0.623077	-0.130851
0.638462	-0.115678
0.653846	-0.0993825
0.669231	-0.0820298
0.684615	-0.0636753
0.7	-0.0443532
0.715385	-0.0240668
0.730769	-0.00277624
0.746154	0.0196163
0.761538	0.0432827
0.776923	0.0684875
0.792308	0.0956077
0.807692	0.125152
0.823077	0.157776
0.838462	0.194291
0.853846	0.235654
0.869231	0.282937
0.884615	0.337265
0.9	0.399705
0.915385	0.471108
0.930769	0.551905
0.946154	0.641864
0.961538	0.739834
0.976923	0.843548
0.992308	0.949534
