7.75194e-3 7.75194e-3 1.13327e-2 1.13327e-2
7.75194e-3 1.55039e-2 2.44293e-2 2.44293e-2
7.75194e-3 2.32558e-2 4.19447e-2 4.19447e-2
7.75194e-3 3.10078e-2 6.46419e-2 6.46419e-2
7.75194e-3 3.87597e-2 9.18143e-2 9.18143e-2
7.75194e-3 4.65116e-2 1.22338e-1 1.22338e-1
7.75194e-3 5.42636e-2 1.55094e-1 1.55094e-1
7.75194e-3 6.20155e-2 1.89097e-1 1.89097e-1
7.75194e-3 6.97674e-2 2.23499e-1 2.23499e-1
7.75194e-3 7.75194e-2 2.57547e-1 2.57547e-1
7.75194e-3 8.52713e-2 2.90532e-1 2.90532e-1
7.75194e-3 9.30233e-2 3.21742e-1 3.21742e-1
7.75194e-3 1.00775e-1 3.50419e-1 3.50419e-1
7.75194e-3 1.08527e-1 3.75738e-1 3.75738e-1
7.75194e-3 1.16279e-1 3.96787e-1 3.96787e-1
7.75194e-3 1.24031e-1 4.12562e-1 4.12562e-1
7.75194e-3 1.31783e-1 4.21967e-1 4.21967e-1
7.75194e-3 1.39535e-1 4.23829e-1 4.23829e-1
7.75194e-3 1.47287e-1 4.16913e-1 4.16913e-1
7.75194e-3 1.55039e-1 3.99944e-1 3.99944e-1
7.75194e-3 1.62791e-1 3.71636e-1 3.71636e-1
7.75194e-3 1.70543e-1 3.30728e-1 3.30728e-1
7.75194e-3 1.78295e-1 2.76013e-1 2.76013e-1
7.75194e-3 1.86047e-1 2.06379e-1 2.06379e-1
7.75194e-3 1.93798e-1 1.20844e-1 1.20844e-1
7.75194e-3 2.0155e-1 1.85864e-2 1.85864e-2
7.75194e-3 2.09302e-1 -1.01023e-1 -1.01023e-1
7.75194e-3 2.17054e-1 -2.38396e-1 -2.38396e-1
7.75194e-3 2.24806e-1 -3.9371e-1 -3.9371e-1
7.75194e-3 2.32558e-1 -5.66894e-1 -5.66894e-1
7.75194e-3 2.4031e-1 -7.57628e-1 -7.57628e-1
7.75194e-3 2.48062e-1 -9.65339e-1 -9.65339e-1
7.75194e-3 2.55814e-1 -1.18922e0 -1.18922e0
7.75194e-3 2.63566e-1 -1.42822e0 -1.42822e0
7.75194e-3 2.71318e-1 -1.68111e0 -1.68111e0
7.75194e-3 2.7907e-1 -1.94646e0 -1.94646e0
7.75194e-3 2.86822e-1 -2.22266e0 -2.22266e0
7.75194e-3 2.94574e-1 -2.508e0 -2.508e0
7.75194e-3 3.02326e-1 -2.80063e0 -2.80063e0
7.75194e-3 3.10078e-1 -3.09865e0 -3.09865e0
7.75194e-3 3.17829e-1 -3.40008e0 -3.40008e0
7.75194e-3 3.25581e-1 -3.70291e0 -3.70291e0
7.75194e-3 3.33333e-1 -4.00513e0 -4.00513e0
7.75194e-3 3.41085e-1 -4.30472e0 -4.30472e0
7.75194e-3 3.48837e-1 -4.59972e0 -4.59972e0
